customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Refined_Segment,loyalty_tier,support_ticket_count,city_tier,age_group,acquisition_channel
CUST00578,437,2,3054.7200000000003,1,1,3,06_At-Risk (Dormant),None,0,Tier 2,18-24,Marketplace
CUST00579,71,1,301.68,3,1,1,08_Unclassified,None,0,Tier 3,18-24,Instagram
CUST00580,28,2,1073.3,4,1,1,08_Unclassified,None,0,Tier 2,35-44,Referral
CUST00581,137,2,1527.79,2,1,2,06_At-Risk (Dormant),Gold,0,Tier 2,18-24,Influencer
CUST00582,347,1,392.06,1,1,1,05_At-Risk (High Concern),None,1,Tier 3,35-44,Referral
CUST00583,324,4,3652.46,1,3,4,08_Unclassified,None,1,Tier 1,25-34,Google Search
CUST00584,144,1,591.05,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,25-34,Instagram
CUST00585,32,9,5765.21,4,5,5,02_Loyal & Engaged,None,2,Tier 2,25-34,Marketplace
CUST00586,189,4,1853.61,2,3,2,04_Needs Nurturing,Gold,2,Tier 1,25-34,Instagram
CUST00587,6,2,811.8,5,1,1,08_Unclassified,Gold,0,Tier 2,25-34,Organic
CUST00588,56,2,1020.69,3,1,1,08_Unclassified,Silver,0,Tier 1,18-24,Referral
CUST00589,132,5,4196.7699999999995,2,4,4,04_Needs Nurturing,Silver,1,Tier 2,25-34,Instagram
CUST00590,201,3,3961.05,1,2,4,05_At-Risk (High Concern),None,2,Tier 2,35-44,Google Search
CUST00591,130,2,1767.15,2,1,2,05_At-Risk (High Concern),None,1,Tier 1,25-34,Google Search
CUST00592,81,2,1084.48,3,1,1,08_Unclassified,None,0,Tier 2,18-24,Referral
CUST00593,15,6,4295.48,5,4,4,02_Loyal & Engaged,Platinum,1,Tier 1,25-34,Referral
CUST00594,152,1,448.78,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,35-44,Marketplace
CUST00595,52,6,3393.2200000000003,3,4,4,02_Loyal & Engaged,Silver,0,Tier 1,35-44,Marketplace
CUST00596,111,4,2927.96,2,3,3,04_Needs Nurturing,Gold,3,Tier 3,25-34,Referral
CUST00597,113,4,3041.18,2,3,3,04_Needs Nurturing,Silver,2,Tier 3,25-34,Instagram
CUST00598,24,4,2429.15,4,3,3,03_Promising,None,0,Tier 2,18-24,Influencer
CUST00599,18,5,3511.4900000000002,5,4,4,02_Loyal & Engaged,None,1,Tier 3,25-34,Marketplace
CUST00600,324,3,1248.1399999999999,1,2,2,06_At-Risk (Dormant),None,0,Tier 1,25-34,Organic
CUST00601,131,1,537.85,2,1,1,06_At-Risk (Dormant),Gold,0,Tier 1,18-24,Marketplace
CUST00602,152,1,171.18,2,1,1,06_At-Risk (Dormant),Gold,0,Tier 3,35-44,Influencer
CUST00603,9,10,5262.13,5,5,5,01_Champions,Gold,4,Tier 1,35-44,Organic
CUST00604,12,3,1794.88,5,2,2,03_Promising,None,0,Tier 1,25-34,Instagram
CUST00605,221,5,3199.79,1,4,4,08_Unclassified,Silver,2,Tier 1,18-24,Google Search
CUST00606,181,1,240.15,2,1,1,06_At-Risk (Dormant),Gold,0,Tier 1,35-44,Marketplace
CUST00607,310,3,2332.76,1,2,3,06_At-Risk (Dormant),None,0,Tier 2,25-34,Referral
CUST00608,34,4,3561.7799999999997,4,3,4,02_Loyal & Engaged,Gold,1,Tier 2,25-34,Google Search
CUST00609,18,6,5268.07,5,4,5,01_Champions,Silver,2,Tier 2,45+,Google Search
CUST00610,39,6,4356.29,4,4,4,02_Loyal & Engaged,None,2,Tier 3,45+,Influencer
CUST00611,296,4,3472.66,1,3,4,08_Unclassified,None,3,Tier 3,35-44,Instagram
CUST00612,109,2,2120.98,3,1,3,08_Unclassified,Platinum,0,Tier 3,25-34,Google Search
CUST00613,11,8,6032.84,5,5,5,01_Champions,Silver,2,Tier 2,45+,Organic
CUST00614,257,1,267.96,1,1,1,06_At-Risk (Dormant),Gold,0,Tier 1,45+,Referral
CUST00615,95,1,446.03,3,1,1,08_Unclassified,None,1,Tier 2,35-44,Instagram
CUST00616,97,5,2628.3,3,4,3,02_Loyal & Engaged,None,1,Tier 1,25-34,Instagram
CUST00617,21,13,7918.74,4,5,5,02_Loyal & Engaged,None,5,Tier 3,25-34,Instagram
CUST00618,42,3,2003.1,4,2,2,03_Promising,Gold,0,Tier 3,45+,Instagram
CUST00619,1,6,2572.91,5,4,3,03_Promising,None,0,Tier 1,35-44,Google Search
CUST00620,43,2,1045.42,3,1,1,08_Unclassified,Silver,1,Tier 3,25-34,Referral
CUST00621,153,1,348.53,2,1,1,06_At-Risk (Dormant),None,0,Tier 2,25-34,Instagram
CUST00622,241,3,2009.7800000000002,1,2,2,06_At-Risk (Dormant),None,0,Tier 1,45+,Referral
CUST00623,60,5,3290.23,3,4,4,02_Loyal & Engaged,Silver,2,Tier 2,35-44,Marketplace
CUST00624,293,1,270.09,1,1,1,06_At-Risk (Dormant),Silver,0,Tier 3,45+,Influencer
CUST00625,127,4,2155.58,2,3,3,04_Needs Nurturing,None,0,Tier 3,18-24,Instagram
CUST00626,58,3,2283.05,3,2,3,04_Needs Nurturing,Platinum,1,Tier 1,25-34,Google Search
CUST00627,136,3,2765.27,2,2,3,05_At-Risk (High Concern),Silver,1,Tier 2,25-34,Instagram
CUST00628,36,6,3681.37,4,4,4,02_Loyal & Engaged,None,2,Tier 1,18-24,Instagram
CUST00629,24,2,1364.28,4,1,2,03_Promising,Gold,0,Tier 2,25-34,Organic
CUST00630,54,4,3090.95,3,3,3,04_Needs Nurturing,Platinum,0,Tier 2,25-34,Instagram
CUST00631,129,10,6076.9,2,5,5,04_Needs Nurturing,Silver,2,Tier 1,35-44,Marketplace
CUST00632,122,1,1078.63,2,1,1,06_At-Risk (Dormant),Gold,0,Tier 2,35-44,Referral
CUST00633,36,2,2549.94,4,1,3,03_Promising,None,0,Tier 3,18-24,Organic
CUST00634,179,4,1711.76,2,3,2,04_Needs Nurturing,None,2,Tier 2,25-34,Google Search
CUST00635,195,1,1016.46,2,1,1,06_At-Risk (Dormant),Gold,0,Tier 3,25-34,Marketplace
CUST00636,9,3,3886.17,5,2,4,03_Promising,Silver,0,Tier 1,25-34,Google Search
CUST00637,27,7,6428.4,4,5,5,01_Champions,Silver,1,Tier 3,25-34,Marketplace
CUST00638,234,6,3093.33,1,4,3,08_Unclassified,None,0,Tier 2,45+,Instagram
CUST00639,430,3,2753.19,1,2,3,06_At-Risk (Dormant),None,0,Tier 2,25-34,Google Search
CUST00640,191,1,641.86,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,18-24,Google Search
CUST00641,52,7,6023.219999999999,3,5,5,02_Loyal & Engaged,None,1,Tier 3,25-34,Organic
CUST00642,39,4,3164.42,4,3,4,02_Loyal & Engaged,Silver,0,Tier 1,18-24,Referral
CUST00643,216,1,1091.34,1,1,1,06_At-Risk (Dormant),Silver,0,Tier 3,35-44,Marketplace
CUST00644,139,7,3822.27,2,5,4,04_Needs Nurturing,None,0,Tier 2,18-24,Marketplace
CUST00645,313,3,2730.59,1,2,3,05_At-Risk (High Concern),None,2,Tier 3,18-24,Marketplace
CUST00646,51,7,6203.32,3,5,5,02_Loyal & Engaged,Silver,1,Tier 1,18-24,Marketplace
CUST00647,125,1,507.52,2,1,1,05_At-Risk (High Concern),Gold,1,Tier 2,25-34,Marketplace
CUST00648,1,4,2724.16,5,3,3,03_Promising,None,0,Tier 3,18-24,Google Search
CUST00649,185,6,3181.62,2,4,4,04_Needs Nurturing,Silver,4,Tier 2,25-34,Referral
CUST00650,120,3,2622.0099999999998,2,2,3,06_At-Risk (Dormant),Silver,0,Tier 3,45+,Marketplace
CUST00651,56,8,5404.83,3,5,5,02_Loyal & Engaged,Silver,0,Tier 1,18-24,Referral
CUST00652,21,5,5030.61,4,4,5,01_Champions,Gold,0,Tier 1,25-34,Organic
CUST00653,8,5,4120.93,5,4,4,03_Promising,None,0,Tier 1,25-34,Google Search
CUST00654,14,8,7323.56,5,5,5,01_Champions,None,2,Tier 3,35-44,Referral
CUST00655,5,11,6803.96,5,5,5,01_Champions,Silver,0,Tier 1,35-44,Instagram
CUST00656,37,5,4088.21,4,4,4,02_Loyal & Engaged,None,1,Tier 1,18-24,Organic
CUST00657,124,4,1287.49,2,3,2,04_Needs Nurturing,Silver,1,Tier 1,25-34,Google Search
CUST00658,280,2,2355.97,1,1,3,05_At-Risk (High Concern),None,1,Tier 1,35-44,Google Search
CUST00659,22,3,1580.63,4,2,2,03_Promising,Platinum,0,Tier 1,45+,Google Search
CUST00660,16,2,1265.6799999999998,5,1,2,03_Promising,Silver,0,Tier 2,18-24,Marketplace
CUST00661,241,3,1105.96,1,2,1,05_At-Risk (High Concern),None,1,Tier 1,45+,Google Search
CUST00662,185,1,852.96,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,35-44,Organic
CUST00663,125,8,5700.78,2,5,5,04_Needs Nurturing,None,2,Tier 2,25-34,Instagram
CUST00664,19,2,883.48,4,1,1,08_Unclassified,None,1,Tier 3,25-34,Google Search
CUST00665,36,10,7120.71,4,5,5,02_Loyal & Engaged,None,2,Tier 3,35-44,Referral
CUST00666,47,2,1618.57,3,1,2,08_Unclassified,Silver,1,Tier 1,35-44,Google Search
CUST00667,13,6,6032.9400000000005,5,4,5,02_Loyal & Engaged,None,2,Tier 1,25-34,Organic
CUST00668,103,2,952.4100000000001,3,1,1,08_Unclassified,None,0,Tier 1,18-24,Marketplace
CUST00669,27,4,3395.9199999999996,4,3,4,03_Promising,None,0,Tier 1,35-44,Instagram
CUST00670,303,4,3756.69,1,3,4,08_Unclassified,None,1,Tier 1,25-34,Instagram
CUST00671,23,9,6239.3,4,5,5,02_Loyal & Engaged,None,1,Tier 1,25-34,Google Search
CUST00672,202,1,434.37,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,35-44,Organic
CUST00673,179,1,1297.2,2,1,2,06_At-Risk (Dormant),Silver,0,Tier 3,45+,Referral
CUST00674,117,8,4178.67,2,5,4,04_Needs Nurturing,None,0,Tier 2,18-24,Marketplace
CUST00675,3,7,7603.18,5,5,5,01_Champions,Silver,0,Tier 2,35-44,Referral
CUST00676,28,3,1606.63,4,2,2,03_Promising,None,1,Tier 1,25-34,Referral
CUST00677,10,4,2691.15,5,3,3,03_Promising,None,0,Tier 2,25-34,Organic
CUST00678,257,2,1145.87,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Organic
CUST00679,42,9,6746.18,4,5,5,02_Loyal & Engaged,None,2,Tier 3,18-24,Marketplace
CUST00680,276,1,1087.83,1,1,1,06_At-Risk (Dormant),Gold,0,Tier 1,35-44,Influencer
CUST00681,272,1,1372.4,1,1,2,05_At-Risk (High Concern),None,1,Tier 1,45+,Google Search
CUST00682,44,2,1874.3400000000001,3,1,2,08_Unclassified,Silver,1,Tier 1,35-44,Referral
CUST00683,56,4,5494.98,3,3,5,02_Loyal & Engaged,None,2,Tier 3,25-34,Organic
CUST00684,201,4,2472.73,1,3,3,08_Unclassified,Gold,1,Tier 1,25-34,Instagram
CUST00685,3,2,1840.04,5,1,2,03_Promising,None,0,Tier 1,35-44,Instagram
CUST00686,188,3,1409.0900000000001,2,2,2,06_At-Risk (Dormant),Silver,0,Tier 1,35-44,Referral
CUST00687,178,5,4129.24,2,4,4,04_Needs Nurturing,None,0,Tier 2,25-34,Marketplace
CUST00688,1,7,5107.13,5,5,5,01_Champions,Silver,1,Tier 3,25-34,Marketplace
CUST00689,10,5,4970.84,5,4,5,01_Champions,Gold,0,Tier 1,35-44,Organic
CUST00690,3,8,8522.94,5,5,5,01_Champions,None,1,Tier 2,45+,Instagram
CUST00691,4,4,3542.44,5,3,4,03_Promising,None,0,Tier 2,25-34,Google Search
CUST00692,119,3,1850.73,2,2,2,06_At-Risk (Dormant),None,0,Tier 2,35-44,Referral
CUST00693,208,5,6136.5,1,4,5,08_Unclassified,Gold,2,Tier 3,18-24,Organic
CUST00694,135,1,345.14,2,1,1,06_At-Risk (Dormant),None,0,Tier 2,25-34,Organic
CUST00695,259,1,616.85,1,1,1,05_At-Risk (High Concern),None,1,Tier 2,25-34,Referral
CUST00696,50,7,6460.69,3,5,5,02_Loyal & Engaged,Silver,1,Tier 1,25-34,Organic
CUST00697,45,5,4965.610000000001,3,4,5,02_Loyal & Engaged,None,1,Tier 1,25-34,Marketplace
CUST00698,12,10,7429.34,5,5,5,01_Champions,Gold,4,Tier 3,25-34,Organic
CUST00699,10,5,2461.35,5,4,3,03_Promising,None,0,Tier 1,25-34,Instagram
CUST00700,55,5,3912.53,3,4,4,04_Needs Nurturing,None,0,Tier 2,25-34,Instagram
CUST00701,183,5,6476.26,2,4,5,04_Needs Nurturing,Silver,1,Tier 2,25-34,Referral
CUST00702,138,6,8044.75,2,4,5,04_Needs Nurturing,Silver,2,Tier 1,18-24,Marketplace
CUST00703,165,1,360.06,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,18-24,Instagram
CUST00704,83,4,3057.83,3,3,3,02_Loyal & Engaged,None,1,Tier 1,18-24,Google Search
CUST00705,73,1,872.61,3,1,1,08_Unclassified,None,1,Tier 2,35-44,Instagram
CUST00706,3,4,3502.83,5,3,4,03_Promising,None,0,Tier 3,35-44,Referral
CUST00707,17,5,3300.72,5,4,4,02_Loyal & Engaged,None,2,Tier 2,45+,Marketplace
CUST00708,37,8,6518.05,4,5,5,02_Loyal & Engaged,None,1,Tier 3,25-34,Instagram
CUST00709,190,1,1966.47,2,1,2,06_At-Risk (Dormant),None,0,Tier 1,18-24,Instagram
CUST00710,38,9,6176.62,4,5,5,01_Champions,Silver,2,Tier 3,35-44,Instagram
CUST00711,56,9,5936.34,3,5,5,02_Loyal & Engaged,Platinum,2,Tier 3,35-44,Influencer
CUST00712,16,6,2661.77,5,4,3,02_Loyal & Engaged,None,1,Tier 2,25-34,Google Search
CUST00713,57,10,9663.26,3,5,5,02_Loyal & Engaged,Gold,3,Tier 1,25-34,Organic
CUST00714,38,7,3312.77,4,5,4,01_Champions,Silver,1,Tier 1,18-24,Organic
CUST00715,40,4,1416.25,4,3,2,03_Promising,Silver,0,Tier 2,25-34,Marketplace
CUST00716,11,8,5285.9800000000005,5,5,5,01_Champions,Gold,1,Tier 1,25-34,Instagram
CUST00717,47,2,1150.47,3,1,1,08_Unclassified,None,0,Tier 2,18-24,Google Search
CUST00718,178,2,697.62,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Influencer
CUST00719,18,6,3929.59,5,4,4,01_Champions,Silver,1,Tier 2,25-34,Google Search
CUST00720,352,5,3086.61,1,4,3,08_Unclassified,Gold,2,Tier 2,45+,Marketplace
CUST00721,4,3,3509.03,5,2,4,03_Promising,Platinum,0,Tier 1,35-44,Marketplace
CUST00722,91,1,256.54,3,1,1,08_Unclassified,None,1,Tier 2,35-44,Marketplace
CUST00723,130,1,546.81,2,1,1,06_At-Risk (Dormant),None,0,Tier 2,25-34,Google Search
CUST00724,17,3,1850.54,5,2,2,03_Promising,Silver,0,Tier 2,25-34,Organic
CUST00725,202,3,2162.5,1,2,3,06_At-Risk (Dormant),None,0,Tier 3,25-34,Influencer
CUST00726,7,11,8607.95,5,5,5,01_Champions,None,4,Tier 3,25-34,Marketplace
CUST00727,69,5,3822.01,3,4,4,02_Loyal & Engaged,None,1,Tier 3,18-24,Google Search
CUST00728,127,1,396.38,2,1,1,05_At-Risk (High Concern),None,1,Tier 3,25-34,Instagram
CUST00729,201,1,1324.83,1,1,2,06_At-Risk (Dormant),None,0,Tier 2,35-44,Instagram
CUST00730,13,3,2210.89,5,2,3,03_Promising,None,0,Tier 3,25-34,Marketplace
CUST00731,197,2,1457.58,2,1,2,06_At-Risk (Dormant),Gold,0,Tier 3,25-34,Google Search
CUST00732,2,2,874.98,5,1,1,08_Unclassified,None,1,Tier 3,25-34,Instagram
CUST00733,13,5,3335.1400000000003,5,4,4,01_Champions,Gold,0,Tier 1,35-44,Marketplace
CUST00734,7,8,7745.88,5,5,5,01_Champions,None,2,Tier 2,25-34,Google Search
CUST00735,17,6,3033.34,5,4,3,02_Loyal & Engaged,None,1,Tier 1,25-34,Instagram
CUST00736,127,3,1727.68,2,2,2,06_At-Risk (Dormant),None,0,Tier 2,18-24,Marketplace
CUST00737,10,2,1532.3600000000001,5,1,2,03_Promising,Silver,0,Tier 2,18-24,Instagram
CUST00738,139,1,545.24,2,1,1,05_At-Risk (High Concern),Silver,1,Tier 2,18-24,Organic
CUST00739,15,2,1791.41,5,1,2,03_Promising,Gold,0,Tier 2,18-24,Organic
CUST00740,322,5,4065.24,1,4,4,08_Unclassified,None,1,Tier 1,35-44,Influencer
CUST00741,7,4,2160.6800000000003,5,3,3,02_Loyal & Engaged,Gold,0,Tier 2,25-34,Marketplace
CUST00742,110,2,1288.91,2,1,2,06_At-Risk (Dormant),None,0,Tier 1,25-34,Instagram
CUST00743,1,6,4040.7300000000005,5,4,4,01_Champions,Silver,1,Tier 2,35-44,Influencer
CUST00744,126,2,1108.58,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,35-44,Marketplace
CUST00745,1,3,2562.92,5,2,3,03_Promising,Silver,0,Tier 2,45+,Referral
CUST00746,238,2,1625.12,1,1,2,06_At-Risk (Dormant),None,0,Tier 2,25-34,Google Search
CUST00747,6,3,2136.34,5,2,3,03_Promising,None,1,Tier 2,45+,Organic
CUST00748,50,8,5195.88,3,5,5,02_Loyal & Engaged,None,1,Tier 2,25-34,Google Search
CUST00749,39,3,2194.94,4,2,3,03_Promising,None,0,Tier 1,25-34,Marketplace
CUST00750,18,5,4398.99,5,4,4,03_Promising,None,0,Tier 3,25-34,Influencer
CUST00751,21,3,2524.67,4,2,3,03_Promising,Silver,0,Tier 1,25-34,Referral
CUST00752,158,2,1319.5500000000002,2,1,2,05_At-Risk (High Concern),None,1,Tier 2,25-34,Referral
CUST00753,204,1,1093.17,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Marketplace
CUST00754,34,5,5744.99,4,4,5,01_Champions,Gold,1,Tier 3,18-24,Instagram
CUST00755,261,2,1585.3600000000001,1,1,2,05_At-Risk (High Concern),None,1,Tier 1,25-34,Influencer
CUST00756,174,3,3223.87,2,2,4,05_At-Risk (High Concern),Silver,2,Tier 2,35-44,Google Search
CUST00757,17,6,3257.69,5,4,4,01_Champions,Silver,0,Tier 3,25-34,Google Search
CUST00758,21,12,8199.88,4,5,5,03_Promising,None,0,Tier 2,25-34,Marketplace
CUST00759,99,2,1562.24,3,1,2,08_Unclassified,Gold,0,Tier 1,25-34,Referral
CUST00760,223,2,1132.19,1,1,1,05_At-Risk (High Concern),None,1,Tier 3,35-44,Organic
CUST00761,254,2,1069.58,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,18-24,Referral
CUST00762,9,3,3513.6699999999996,5,2,4,03_Promising,None,1,Tier 1,18-24,Referral
CUST00763,249,4,4210.57,1,3,4,08_Unclassified,Silver,0,Tier 3,25-34,Google Search
CUST00764,6,7,5460.74,5,5,5,01_Champions,Silver,0,Tier 1,18-24,Referral
CUST00765,159,3,2692.35,2,2,3,05_At-Risk (High Concern),None,1,Tier 3,18-24,Google Search
CUST00766,227,2,1783.35,1,1,2,06_At-Risk (Dormant),None,0,Tier 1,35-44,Google Search
CUST00767,136,7,3498.46,2,5,4,04_Needs Nurturing,Gold,3,Tier 3,18-24,Google Search
CUST00768,28,5,4145.38,4,4,4,02_Loyal & Engaged,None,1,Tier 2,25-34,Marketplace
CUST00769,79,6,2815.44,3,4,3,02_Loyal & Engaged,Silver,2,Tier 3,35-44,Marketplace
CUST00770,28,6,4420.31,4,4,4,01_Champions,Silver,1,Tier 3,45+,Influencer
CUST00771,151,1,456.76,2,1,1,05_At-Risk (High Concern),Gold,1,Tier 2,18-24,Instagram
CUST00772,251,3,3114.63,1,2,4,06_At-Risk (Dormant),Silver,0,Tier 1,25-34,Influencer
CUST00773,132,3,2278.26,2,2,3,05_At-Risk (High Concern),Gold,1,Tier 1,25-34,Referral
CUST00774,162,3,1439.8,2,2,2,06_At-Risk (Dormant),Silver,0,Tier 3,35-44,Organic
CUST00775,11,3,2261.05,5,2,3,03_Promising,None,0,Tier 2,45+,Instagram
CUST00776,196,4,3024.9399999999996,2,3,3,04_Needs Nurturing,None,0,Tier 1,25-34,Google Search
CUST00777,16,2,2052.7,5,1,2,03_Promising,None,0,Tier 3,35-44,Influencer
CUST00778,392,4,3444.29,1,3,4,08_Unclassified,Silver,1,Tier 1,35-44,Instagram
CUST00779,10,2,1509.0500000000002,5,1,2,03_Promising,None,0,Tier 2,25-34,Marketplace
CUST00780,46,6,4641.68,3,4,4,02_Loyal & Engaged,Silver,3,Tier 3,18-24,Instagram
CUST00781,46,2,735.97,3,1,1,08_Unclassified,Gold,0,Tier 1,35-44,Organic
CUST00782,255,1,505.28,1,1,1,06_At-Risk (Dormant),Silver,0,Tier 2,25-34,Google Search
CUST00783,293,6,4123.36,1,4,4,08_Unclassified,None,1,Tier 2,35-44,Referral
CUST00784,106,5,3103.73,3,4,3,04_Needs Nurturing,None,0,Tier 1,35-44,Marketplace
CUST00785,9,9,6686.259999999999,5,5,5,01_Champions,None,1,Tier 3,18-24,Instagram
CUST00786,211,5,5359.3,1,4,5,08_Unclassified,Silver,3,Tier 1,18-24,Referral
CUST00787,44,8,6425.65,3,5,5,02_Loyal & Engaged,None,2,Tier 3,35-44,Marketplace
CUST00788,12,4,2375.38,5,3,3,03_Promising,None,0,Tier 2,25-34,Influencer
CUST00789,22,4,2430.0,4,3,3,02_Loyal & Engaged,Silver,0,Tier 1,25-34,Google Search
CUST00790,139,1,458.83,2,1,1,05_At-Risk (High Concern),Gold,1,Tier 2,35-44,Instagram
CUST00791,291,1,1187.93,1,1,2,05_At-Risk (High Concern),None,1,Tier 2,35-44,Instagram
CUST00792,209,6,2976.79,1,4,3,08_Unclassified,Platinum,1,Tier 1,18-24,Google Search
CUST00793,174,3,2463.2,2,2,3,06_At-Risk (Dormant),Silver,0,Tier 2,25-34,Referral
CUST00794,232,5,2824.37,1,4,3,08_Unclassified,Gold,2,Tier 1,25-34,Google Search
CUST00795,199,4,3787.58,2,3,4,04_Needs Nurturing,Gold,0,Tier 1,18-24,Google Search
CUST00796,212,3,5388.48,1,2,5,06_At-Risk (Dormant),Silver,0,Tier 2,18-24,Influencer
CUST00797,46,6,4173.97,3,4,4,04_Needs Nurturing,Platinum,0,Tier 3,25-34,Google Search
CUST00798,55,11,7027.3,3,5,5,02_Loyal & Engaged,Gold,1,Tier 1,25-34,Google Search
CUST00799,117,6,3798.88,2,4,4,04_Needs Nurturing,Gold,1,Tier 2,18-24,Google Search
CUST00800,55,11,11321.24,3,5,5,02_Loyal & Engaged,None,4,Tier 1,35-44,Influencer
CUST00801,137,3,3345.79,2,2,4,05_At-Risk (High Concern),None,1,Tier 1,25-34,Instagram
CUST00802,262,1,1787.0,1,1,2,06_At-Risk (Dormant),Silver,0,Tier 1,35-44,Marketplace
CUST00803,15,9,6758.16,5,5,5,01_Champions,None,1,Tier 3,25-34,Influencer
CUST00804,32,3,4024.96,4,2,4,03_Promising,None,0,Tier 2,18-24,Referral
CUST00805,13,2,1767.23,5,1,2,03_Promising,Gold,0,Tier 1,35-44,Marketplace
CUST00806,12,4,2638.59,5,3,3,03_Promising,None,0,Tier 1,35-44,Referral
CUST00807,173,2,1827.0300000000002,2,1,2,06_At-Risk (Dormant),None,0,Tier 2,45+,Google Search
CUST00808,18,8,4724.89,5,5,4,01_Champions,Silver,2,Tier 1,25-34,Instagram
CUST00809,52,4,2499.37,3,3,3,02_Loyal & Engaged,None,2,Tier 3,35-44,Instagram
CUST00810,55,2,1187.01,3,1,2,08_Unclassified,None,0,Tier 2,18-24,Instagram
CUST00811,245,6,3477.9399999999996,1,4,4,08_Unclassified,Gold,0,Tier 1,25-34,Google Search
CUST00812,250,1,383.16,1,1,1,06_At-Risk (Dormant),Silver,0,Tier 1,35-44,Organic
CUST00813,38,10,10122.32,4,5,5,02_Loyal & Engaged,Platinum,4,Tier 3,35-44,Influencer
CUST00814,51,4,4209.28,3,3,4,04_Needs Nurturing,None,0,Tier 3,25-34,Organic
CUST00815,7,6,8248.23,5,4,5,01_Champions,Silver,2,Tier 3,18-24,Referral
CUST00816,10,4,4139.43,5,3,4,02_Loyal & Engaged,None,1,Tier 1,35-44,Google Search
CUST00817,43,15,12291.02,3,5,5,02_Loyal & Engaged,Platinum,1,Tier 2,35-44,Instagram
CUST00818,208,1,988.84,1,1,1,05_At-Risk (High Concern),None,1,Tier 2,45+,Marketplace
CUST00819,4,5,2464.45,5,4,3,02_Loyal & Engaged,None,1,Tier 2,25-34,Marketplace
CUST00820,250,2,935.6700000000001,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,18-24,Marketplace
CUST00821,37,4,1560.22,4,3,2,03_Promising,Silver,2,Tier 2,18-24,Marketplace
CUST00822,47,7,5444.48,3,5,5,02_Loyal & Engaged,None,1,Tier 1,25-34,Marketplace
CUST00823,207,8,3291.63,1,5,4,08_Unclassified,Gold,3,Tier 2,18-24,Instagram
CUST00824,27,5,3095.46,4,4,3,02_Loyal & Engaged,Gold,0,Tier 1,18-24,Marketplace
CUST00825,158,1,410.77,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,18-24,Influencer
CUST00826,219,10,8171.4,1,5,5,08_Unclassified,None,2,Tier 2,35-44,Marketplace
CUST00827,21,2,2194.51,4,1,3,03_Promising,None,0,Tier 1,25-34,Instagram
CUST00828,151,1,355.91,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,25-34,Google Search
CUST00829,14,11,6982.35,5,5,5,01_Champions,Silver,1,Tier 1,45+,Organic
CUST00830,15,4,1997.9499999999998,5,3,2,03_Promising,None,0,Tier 3,25-34,Organic
CUST00831,7,4,2386.85,5,3,3,02_Loyal & Engaged,Platinum,2,Tier 3,18-24,Instagram
CUST00832,46,2,1058.1299999999999,3,1,1,08_Unclassified,None,0,Tier 3,25-34,Instagram
CUST00833,128,1,1142.84,2,1,1,06_At-Risk (Dormant),Gold,0,Tier 1,18-24,Instagram
CUST00834,15,5,2537.02,5,4,3,02_Loyal & Engaged,None,1,Tier 2,35-44,Instagram
CUST00835,218,9,6888.030000000001,1,5,5,08_Unclassified,Gold,1,Tier 1,25-34,Instagram
CUST00836,26,4,2317.06,4,3,3,03_Promising,None,0,Tier 3,18-24,Influencer
CUST00837,6,5,3553.5,5,4,4,03_Promising,None,0,Tier 1,35-44,Referral
CUST00838,70,6,4291.93,3,4,4,02_Loyal & Engaged,None,2,Tier 3,18-24,Google Search
CUST00839,223,3,1996.99,1,2,2,06_At-Risk (Dormant),None,0,Tier 2,35-44,Influencer
CUST00840,11,12,10612.47,5,5,5,01_Champions,None,4,Tier 3,25-34,Instagram
CUST00841,9,9,7419.17,5,5,5,01_Champions,None,2,Tier 1,25-34,Organic
CUST00842,25,7,7745.47,4,5,5,02_Loyal & Engaged,None,1,Tier 3,35-44,Organic
CUST00843,106,1,803.69,3,1,1,08_Unclassified,None,1,Tier 2,25-34,Instagram
CUST00844,41,2,755.87,4,1,1,08_Unclassified,Silver,0,Tier 1,35-44,Organic
CUST00845,157,4,2758.2200000000003,2,3,3,04_Needs Nurturing,None,2,Tier 2,25-34,Referral
CUST00846,40,11,8410.48,4,5,5,02_Loyal & Engaged,None,2,Tier 2,25-34,Instagram
CUST00847,25,8,8043.27,4,5,5,02_Loyal & Engaged,None,2,Tier 2,35-44,Influencer
CUST00848,20,5,2968.0699999999997,4,4,3,03_Promising,None,0,Tier 2,35-44,Referral
CUST00849,4,8,4626.5,5,5,4,01_Champions,Gold,0,Tier 1,18-24,Instagram
